X,Y,fid,stopabbr,stopname,city,county,stopabbr_j,uta_stopid,latitude,longitude,avgboard,avgalight,route,mode,zipcode,avgboard2,avgalight2
-111.970516,41.168843,4106,629242,South Pointe Dr / 5250 S (NB),Washington Terrace,Weber,629242,629242,41.168843,-111.970516,16,1,612,Bus,84405,16.42,0.93
-111.974191,41.172514,4107,629243,5000 S / 300 E (WB),Washington Terrace,Weber,629243,629243,41.172514,-111.974191,9,1,612,Bus,84405,9.11,1.39
-111.970667,41.1689020000001,4108,629244,South Pointe Dr / 5250 S (SB),Washington Terrace,Weber,629244,629244,41.168902,-111.970667,2,18,612,Bus,84405,2.16,18.24
-111.953186,41.184065,4109,629249,McKay-Dee Hospital Station,Ogden,Weber,629249,629249,41.184065,-111.953186,96,100,"603X, 645",Bus,84403,96.44,99.85
-111.939895,41.1585870000001,4110,630006,Harrison Blvd @ 5745 S,South Ogden,Weber,630006,630006,41.158587,-111.939895,15,26,"455, 473, 625",Bus,84403,15.28,26.28
-111.938394,41.1537070000001,4111,630032,Us Hwy 89 @ 5985 S,South Ogden,Weber,630032,630032,41.153707,-111.938394,3,9,"455, 625",Bus,84403,3.24,8.55
-111.91754,41.1424670000001,4112,630033,Us Hwy 89 @ 6530 S   (Uintah),Uintah,Weber,630033,630033,41.142467,-111.91754,0,1,455,Bus,84405,0.41,1.24
-111.915811,41.1403970000001,4113,630034,Us Hwy 89 @ 6520 S,Uintah,Weber,630034,630034,41.140397,-111.915811,1,1,455,Bus,84405,0.62,0.57
-111.936218,41.152404,4114,630035,Us Hwy 89 @ 6190 S,South Ogden,Weber,630035,630035,41.152404,-111.936218,9,4,455,Bus,84403,9.42,4.28
-111.939596,41.1594610000001,4115,630036,Harrison Blvd @ 5650 S   (S. Ogden),South Ogden,Weber,630036,630036,41.159461,-111.939596,26,12,"455, 473, 625",Bus,84403,25.58,11.64
-112.045397,41.1248830000001,4116,632001,1000 W @ 757 N,Clinton,Davis,632001,632001,41.124883,-112.045397,3,3,640,Bus,84015,3.14,2.99
-112.045379,41.1230210000001,4117,632002,1000 W @ 645 N,Clearfield,Davis,632002,632002,41.123021,-112.045379,3,1,640,Bus,84015,3.29,1.08
-112.045377,41.120932,4118,632003,1000 W @ 519 N,Clearfield,Davis,632003,632003,41.120932,-112.045377,3,2,640,Bus,84015,2.57,1.75
-112.045382,41.1187590000001,4119,632004,1000 W @ 345 N,Clearfield,Davis,632004,632004,41.118759,-112.045382,7,4,640,Bus,84015,7.26,4.33
-112.045172,41.1188730000001,4120,632006,1000 W / 300 N (NB),Clearfield,Davis,632006,632006,41.118873,-112.045172,5,6,640,Bus,84015,5.4,6.44
-112.045181,41.1248150000001,4121,632008,1000 W @ 762 N,Clearfield,Davis,632008,632008,41.124815,-112.045181,3,2,640,Bus,84015,2.98,2.01
-112.045909,41.089273,4122,632009,Antelope Dr @ 1005 W,Syracuse,Davis,632009,632009,41.089273,-112.045909,4,4,626,Bus,84075,4.48,4.38
-112.048457,41.089191,4123,632010,Antelope Dr @ 1136 W,Syracuse,Davis,632010,632010,41.089191,-112.048457,0,0,626,Bus,84075,0,0.36
-112.051871,41.089188,4124,632011,Antelope Dr @ 1326 W,Syracuse,Davis,632011,632011,41.089188,-112.051871,0,1,626,Bus,84075,0.31,0.67
-112.064538,41.094391,4125,632015,2000 W @ 1285 S,Syracuse,Davis,632015,632015,41.094391,-112.064538,0,0,626,Bus,84075,0,0
-112.064338,41.1040860000001,4126,632017,2000 W @ 669 S,Syracuse,Davis,632017,632017,41.104086,-112.064338,0,3,626,Bus,84075,0.31,2.83
-112.064448,41.1121360000001,4127,632018,2000 W @ 61 S,West Point,Davis,632018,632018,41.112136,-112.064448,1,1,626,Bus,84015,0.67,0.98
-112.064427,41.118571,4128,632019,2000 W @ 326 N,West Point,Davis,632019,632019,41.118571,-112.064427,1,3,626,Bus,84015,1.03,3.19
-112.064585,41.1173650000001,4129,632029,2000 W @ 261 N    (West Point),West Point,Davis,632029,632029,41.117365,-112.064585,3,1,626,Bus,84015,3.45,1.19
-112.064678,41.110037,4130,632030,2000 W @ 256 S,Syracuse,Davis,632030,632030,41.110037,-112.064678,1,0,626,Bus,84075,1.08,0.15
-112.064752,41.1032950000001,4131,632031,2000 W @ 720 S,Syracuse,Davis,632031,632031,41.103295,-112.064752,3,0,626,Bus,84075,2.88,0.41
-112.064713,41.0984950000001,4132,632032,2000 W @ 1110 S,Syracuse,Davis,632032,632032,41.098495,-112.064713,0,0,626,Bus,84075,0.21,0.1
-112.059031,41.0889560000001,4133,632035,Antelope Dr @ 1711 W,Syracuse,Davis,632035,632035,41.088956,-112.059031,2,0,626,Bus,84075,1.9,0.41
-112.048463,41.088961,4134,632038,Antelope Dr @ 1101 W,Syracuse,Davis,632038,632038,41.088961,-112.048463,1,1,626,Bus,84075,0.51,0.93
-112.064857,41.0966000000001,4135,632042,2000 W @ 1190 S,Syracuse,Davis,632042,632042,41.0966,-112.064857,1,0,626,Bus,84075,0.51,0.1
-112.043941,41.0890450000001,4136,632044,Antelope Dr @ 955 W,Syracuse,Davis,632044,632044,41.089045,-112.043941,10,2,626,Bus,84015,9.88,1.75
-112.035013,41.089102,4137,632046,Antelope Dr / 500 W (EB),Clearfield,Davis,632046,632046,41.089102,-112.035013,2,0,626,Bus,84015,2.26,0.31
-112.064529,41.0974900000001,4138,632047,2000 W @ 1143 S,Syracuse,Davis,632047,632047,41.09749,-112.064529,1,3,626,Bus,84075,0.62,2.73
-112.045212,41.122864,4139,632067,1000 W @ 620 N,Clearfield,Davis,632067,632067,41.122864,-112.045212,3,4,640,Bus,84015,3.24,4.33
-112.026211,41.1176140000001,4140,633016,Main St @ 291 N,Clearfield,Davis,633016,633016,41.117614,-112.026211,12,14,470,Bus,84015,12.04,14.12
-112.023061,41.1104090000001,4141,633018,State St @ 226 S,Clearfield,Davis,633018,633018,41.110409,-112.023061,3,2,470,Bus,84015,2.88,1.6
-112.014833,41.102836,4142,633026,State St @ 712 S,Clearfield,Davis,633026,633026,41.102836,-112.014833,8,8,470,Bus,84015,8.13,8.04
-111.998891,41.0927510000001,4143,633034,1450 S @ 1360 E,Clearfield,Davis,633034,633034,41.092751,-111.998891,4,4,"628, 640",Bus,84015,4.22,4.22
-111.997401,41.0924600000001,4144,633035,1700 W @ 2239 N,Clearfield,Davis,633035,633035,41.09246,-111.997401,3,12,"628, 640",Bus,84041,3.14,11.85
-111.997382,41.091051,4145,633036,Robins Dr @ 2121 N,Layton,Davis,633036,633036,41.091051,-111.997382,13,11,"628, 640",Bus,84041,13.38,10.82
-111.997253,41.091038,4146,633041,Robins Dr @ 2122 N,Layton,Davis,633041,633041,41.091038,-111.997253,13,18,"628, 640",Bus,84041,13.23,17.78
-111.997254,41.092546,4147,633042,1700 W @ 2250 N,Layton,Davis,633042,633042,41.092546,-111.997254,10,8,"628, 640",Bus,84041,10.34,8.09
-111.999077,41.092877,4148,633043,1450 S @ 1348 E,Clearfield,Davis,633043,633043,41.092877,-111.999077,3,3,"628, 640",Bus,84015,2.88,2.94
-112.023765,41.111453,4150,633059,State St @ 151 S   (Clearfield),Clearfield,Davis,633059,633059,41.111453,-112.023765,1,3,470,Bus,84015,1.29,3.14
-112.018783,41.089237,4151,633077,Antelope Dr @ 345 E   (Clearfield),Clearfield,Davis,633077,633077,41.089237,-112.018783,5,3,626,Bus,84015,4.63,3.3
-112.022837,41.0893320000001,4152,633078,Antelope Dr @ 181 W,Clearfield,Davis,633078,633078,41.089332,-112.022837,0,1,626,Bus,84015,0.41,1.34
-112.026886,41.0893320000001,4153,633079,Antelope Dr @ 44 W,Clearfield,Davis,633079,633079,41.089332,-112.026886,3,7,626,Bus,84015,3.4,7.16
-112.030211,41.0891120000001,4154,633081,Antelope Dr @ 301 W,Clearfield,Davis,633081,633081,41.089112,-112.030211,0,0,626,Bus,84015,0.41,0.05
-112.027013,41.089098,4155,633082,Antelope Dr @ 15 W,Clearfield,Davis,633082,633082,41.089098,-112.027013,3,1,626,Bus,84015,3.34,0.72
-112.023334,41.089102,4156,633083,Antelope Dr @ 150 E,Clearfield,Davis,633083,633083,41.089102,-112.023334,6,2,626,Bus,84015,5.87,1.96
-112.019991,41.1074990000001,4157,633085,State St @ 448 S,Clearfield,Davis,633085,633085,41.107499,-112.019991,6,3,470,Bus,84015,6.12,2.99
-112.002129,41.0903950000001,4158,633087,Main St @ 2030 N   (Layton),Layton,Davis,633087,633087,41.090395,-112.002129,14,16,"470, 626",Bus,84041,13.64,16.38
-112.021377,41.1090850000001,4159,633089,State St @ 325 S,Clearfield,Davis,633089,633089,41.109085,-112.021377,5,9,470,Bus,84015,5.04,9.02
-112.006271,41.0945510000001,4160,633090,State St @ 1299 S,Clearfield,Davis,633090,633090,41.094551,-112.006271,5,17,"470, 626",Bus,84015,4.94,17.11
-112.012693,41.1010180000001,4161,633093,State St @ 835 S,Clearfield,Davis,633093,633093,41.101018,-112.012693,8,7,"470, 627",Bus,84015,8.08,7.42
-112.01669,41.1049360000001,4162,633094,State St @ 595 S,Clearfield,Davis,633094,633094,41.104936,-112.01669,13,19,470,Bus,84015,13.02,19.37
-112.017679,41.105845,4163,633095,State St @ 571 S,Clearfield,Davis,633095,633095,41.105845,-112.017679,0,1,470,Bus,84015,0.05,0.52
-112.025891,41.123977,4164,633097,Main St @ 708 N,Clearfield,Davis,633097,633097,41.123977,-112.025891,11,13,470,Bus,84015,11.12,12.52
-112.025953,41.125954,4165,633098,Main St @ 820 N,Sunset,Davis,633098,633098,41.125954,-112.025953,5,10,470,Bus,84015,4.84,10.2
-112.025912,41.1403490000001,4167,633102,Main St @ 1802 N    (Sunset),Sunset,Davis,633102,633102,41.140349,-112.025912,5,7,470,Bus,84015,4.89,7.06
-112.026215,41.132192,4168,633105,Main St @ 1299 N     (Sunset),Sunset,Davis,633105,633105,41.132192,-112.026215,4,4,470,Bus,84015,4.43,3.71
-112.026183,41.1249910000001,4170,633107,Main St @ 799 N,Clearfield,Davis,633107,633107,41.124991,-112.026183,12,8,470,Bus,84015,12.45,7.68
-112.026116,41.122288,4171,633108,Main St @ 649 N,Clearfield,Davis,633108,633108,41.122288,-112.026116,18,15,470,Bus,84015,18.27,15.04
-112.018991,41.090542,4172,633113,13Th St @ 1601 S,Clearfield,Davis,633113,633113,41.090542,-112.018991,1,7,640,Bus,84015,1.13,6.9
-112.018488,41.0903010000001,4173,633114,13Th St @ 1600 S,Clearfield,Davis,633114,633114,41.090301,-112.018488,12,13,640,Bus,84015,12.2,12.93
-112.020389,41.0921430000001,4174,633115,13Th St @ 1500 S,Clearfield,Davis,633115,633115,41.092143,-112.020389,3,1,640,Bus,84015,2.52,1.19
-112.026796,41.099721,4175,633117,13Th St @ 1000 S,Clearfield,Davis,633117,633117,41.099721,-112.026796,0,3,640,Bus,84015,0.41,3.19
-112.012117,41.1000730000001,4176,633119,State St @ 944 S,Clearfield,Davis,633119,633119,41.100073,-112.012117,4,7,"470, 627",Bus,84015,4.01,7.32
-112.002232,41.090091,4177,633125,Main St @ 2065 N    (Layton),Layton,Davis,633125,633125,41.090091,-112.002232,18,15,"470, 626",Bus,84041,17.55,14.58
-112.022291,41.0942630000001,4178,633132,13Th St @ 1380 S,Clearfield,Davis,633132,633132,41.094263,-112.022291,3,1,640,Bus,84015,3.24,0.72
-112.026838,41.0993950000001,4179,633133,13Th St @ 1166 S,Clearfield,Davis,633133,633133,41.099395,-112.026838,2,1,640,Bus,84015,2.21,0.82
-112.011809,41.089206,4180,633138,Antelope Dr @ 761 E   (Clearfield),Clearfield,Davis,633138,633138,41.089206,-112.011809,0,0,"626, 640",Bus,84015,0.21,0.46
-112.037402,41.0892850000001,4181,633140,Antelope Dr @ 600 W,Clearfield,Davis,633140,633140,41.089285,-112.037402,1,3,626,Bus,84015,0.57,2.68
-112.006417,41.089032,4182,633143,Antelope Dr @ 2175 W (Layton),Layton,Davis,633143,633143,41.089032,-112.006417,0,5,626,Bus,84041,0.26,4.84
-112.021021,41.0923980000001,4183,633149,13Th St @ 1450 S,Clearfield,Davis,633149,633149,41.092398,-112.021021,1,4,640,Bus,84015,0.98,3.56
-112.016862,41.088986,4184,633150,Antelope Dr @ 421 E   (Clearfield),Clearfield,Davis,633150,633150,41.088986,-112.016862,12,6,"626, 640",Bus,84015,11.84,6.18
-112.032572,41.089345,4185,633151,Antelope Dr @ 326 W,Clearfield,Davis,633151,633151,41.089345,-112.032572,1,1,626,Bus,84015,0.82,1.44
-112.025922,41.118979,4186,633152,Main St @ 364 N,Clearfield,Davis,633152,633152,41.118979,-112.025922,11,15,470,Bus,84015,10.86,14.53
-112.042431,41.089282,4187,633154,Antelope Dr @ 915 W,Clearfield,Davis,633154,633154,41.089282,-112.042431,1,4,626,Bus,84015,0.62,3.71
-112.017309,41.105194,4188,633162,State St @ 580 S,Clearfield,Davis,633162,633162,41.105194,-112.017309,10,9,470,Bus,84015,9.78,9.38
-112.030418,41.1041210000001,4189,633168,13Th St @ 708 S,Clearfield,Davis,633168,633168,41.104121,-112.030418,3,1,640,Bus,84015,3.34,1.39
-112.030532,41.1040180000001,4190,633169,13Th St @ 710 S,Clearfield,Davis,633169,633169,41.104018,-112.030532,1,3,640,Bus,84015,1.44,2.83
-112.025837,41.114492,4191,633174,Main St @ 30 N,Clearfield,Davis,633174,633174,41.114492,-112.025837,11,19,470,Bus,84015,10.7,19.27
-111.974326,41.0890660000001,4192,634003,Antelope Dr @ 415 W,Layton,Davis,634003,634003,41.089066,-111.974326,2,15,640,Bus,84041,1.9,15.1
-111.987713,41.0913190000001,4193,634004,University Pkwy @ 2100 N,Layton,Davis,634004,634004,41.091319,-111.987713,2,7,640,Bus,84041,2.42,7.37
-111.973328,41.087587,4194,634005,Hill Field Rd @ 1890 N,Layton,Davis,634005,634005,41.087587,-111.973328,1,1,"627, 640",Bus,84041,0.72,1.29
-111.974495,41.0892890000001,4195,634006,Antelope Dr @ 448 W,Layton,Davis,634006,634006,41.089289,-111.974495,11,2,640,Bus,84041,10.76,1.85
-111.981368,41.089281,4196,634007,Antelope Dr @ 800 W,Layton,Davis,634007,634007,41.089281,-111.981368,6,1,640,Bus,84041,5.71,0.57
-111.987585,41.0975790000001,4197,634009,University Pkwy @ 2526 N,Layton,Davis,634009,634009,41.097579,-111.987585,1,5,640,Bus,84041,0.72,4.84
-111.973294,41.0969180000001,4198,634010,Hill Field Rd @ 2510 N,Layton,Davis,634010,634010,41.096918,-111.973294,3,3,627,Bus,84041,3.04,2.68
-111.973271,41.100696,4199,634011,Hill Field Rd @ 2798 N,Layton,Davis,634011,634011,41.100696,-111.973271,5,8,627,Bus,84041,5.35,7.99
-111.988652,41.101662,4201,634017,2000 E @ 875 S,Clearfield,Davis,634017,634017,41.101662,-111.988652,2,1,627,Bus,84041,1.6,0.98
-111.988806,41.1015630000001,4202,634018,2000 E @ 888 S,Clearfield,Davis,634018,634018,41.101563,-111.988806,0,0,627,Bus,84041,0,0
-111.987782,41.0973890000001,4203,634020,University Pkwy @ 2513 N,Clearfield,Davis,634020,634020,41.097389,-111.987782,4,2,640,Bus,84015,3.5,1.55
-111.973554,41.1019880000001,4204,634021,Hill Field Rd @ 2901 N,Layton,Davis,634021,634021,41.101988,-111.973554,5,4,627,Bus,84041,5.09,4.48
-111.973561,41.099947,4205,634022,Hill Field Rd @ 2875 N,Layton,Davis,634022,634022,41.099947,-111.973561,2,2,627,Bus,84041,1.9,1.96
-111.973579,41.095577,4206,634023,Hill Field Rd @ 2441 N,Layton,Davis,634023,634023,41.095577,-111.973579,2,2,627,Bus,84041,2.06,1.96
-111.973623,41.0904410000001,4207,634024,Hill Field Rd @ 2085 N,Layton,Davis,634024,634024,41.090441,-111.973623,4,4,627,Bus,84041,4.32,3.61
-111.986366,41.0997150000001,4208,634028,Weber State Davis (Layton),Layton,Davis,634028,634028,41.099715,-111.986366,42,47,"627, 640",Bus,84041,42.45,46.94
-111.973315,41.090746,4209,634034,Hill Field Rd @ 2112 N,Layton,Davis,634034,634034,41.090746,-111.973315,4,4,627,Bus,84041,3.86,3.76
-111.984592,41.0891280000001,4210,634035,Antelope Dr @ 1055 W,Layton,Davis,634035,634035,41.089128,-111.984592,0,1,640,Bus,84041,0.05,0.57
-111.982468,41.0891090000001,4211,634042,Antelope Dr @ 925 W,Layton,Davis,634042,634042,41.089109,-111.982468,2,5,640,Bus,84041,1.9,4.74
-111.977302,41.0892890000001,4212,634043,Antelope Dr @ 640 W,Layton,Davis,634043,634043,41.089289,-111.977302,2,0,640,Bus,84041,1.65,0
-111.980542,41.0890610000001,4213,634047,Antelope Dr @ 759 W,Layton,Davis,634047,634047,41.089061,-111.980542,1,4,640,Bus,84041,0.77,4.07
-111.910411,41.128834,4214,635014,South Weber P+R,South Weber,Davis,635014,635014,41.128834,-111.910411,15,16,"455, 473, 677",Bus,84405,15.28,16.44
-112.036518,41.4054110000001,4215,636007,Us Hwy 89 @ 198 S,Willard,Box Elder,636007,636007,41.405411,-112.036518,1,0,630,Bus,84340,0.87,0.1
-112.036178,41.4051490000001,4216,636008,Us Hwy 89 @ 201 S,Willard,Box Elder,636008,636008,41.405149,-112.036178,0,1,630,Bus,84340,0,0.72
-112.036135,41.410982,4217,636010,Us Hwy 89 @ 98 N    (Willard),Willard,Box Elder,636010,636010,41.410982,-112.036135,0,0,630,Bus,84340,0.1,0.05
-112.035614,41.423073,4218,636011,Us Hwy 89 @ 798 N,Willard,Box Elder,636011,636011,41.423073,-112.035614,1,1,630,Bus,84340,1.08,1.24
-112.035514,41.427401,4219,636012,Us Hwy 89 @ 1050 N,Willard,Box Elder,636012,636012,41.427401,-112.035514,1,2,630,Bus,84340,0.98,1.91
-112.035786,41.427462,4220,636013,Us Hwy 89 @ 1025 N,Willard,Box Elder,636013,636013,41.427462,-112.035786,2,1,630,Bus,84340,1.9,0.62
-112.035998,41.422041,4221,636014,Us Hwy 89 @ 735 N,Willard,Box Elder,636014,636014,41.422041,-112.035998,1,1,630,Bus,84340,1.29,1.19
-112.036413,41.4108830000001,4222,636015,Us Hwy 89 @ 95 N   (Willard),Willard,Box Elder,636015,636015,41.410883,-112.036413,0,0,630,Bus,84340,0.21,0.05
-112.035938,41.415577,4223,636016,Us Hwy 89 @ 370 N,Willard,Box Elder,636016,636016,41.415577,-112.035938,0,0,630,Bus,84340,0.1,0.1
-112.035859,41.4356080000001,4224,636017,Us Hwy 89 @ 1430 N,Willard,Box Elder,636017,636017,41.435608,-112.035859,0,0,630,Bus,84340,0.05,0.26
-112.036891,41.442437,4225,636018,Us Hwy 89 @ 3725 S,Perry,Box Elder,636018,636018,41.442437,-112.036891,0,0,630,Bus,84302,0,0
-112.036278,41.4153710000001,4226,636019,Us Hwy 89 @ 361 N,Willard,Box Elder,636019,636019,41.415371,-112.036278,0,0,630,Bus,84340,0.05,0
-112.036181,41.409319,4227,636020,Main St @ 20 N,Willard,Box Elder,636020,636020,41.409319,-112.036181,0,0,630,Bus,84340,0.41,0.46
-112.038401,41.4561350000001,4228,636021,Us Hwy 89 @ 2925 S   (Perry),Perry,Box Elder,636021,636021,41.456135,-112.038401,0,1,630,Bus,84302,0,0.57
-111.995961,41.1811420000001,4229,636026,700 W @ 4463 S,Riverdale,Weber,636026,636026,41.181142,-111.995961,5,3,640,Bus,84405,5.4,2.94
-112.025749,41.188432,4230,636027,1900 W / 4125 S (NB),Roy,Weber,636027,636027,41.188432,-112.025749,1,1,604,Bus,84067,1.49,0.52
-112.026012,41.187693,4231,636028,1900 W / 4200 S (SB),Roy,Weber,636028,636028,41.187693,-112.026012,1,1,604,Bus,84067,0.98,0.98
-111.978027,41.2185720000001,4232,636032,26th St / Wall Ave (EB),Ogden,Weber,636032,636032,41.218572,-111.978027,0,0,604,Bus,84401,0.41,0.1
-112.026065,41.183927,4233,636033,1900 W / 4400 S (SB),Roy,Weber,636033,636033,41.183927,-112.026065,2,3,604,Bus,84067,1.9,3.09
-112.031779,41.1834830000001,4234,636039,4400 S / 2175 W (WB),Roy,Weber,636039,636039,41.183483,-112.031779,0,1,604,Bus,84067,0,0.77
-112.032374,41.183793,4235,636040,2175 W / 4400 S (SB),Roy,Weber,636040,636040,41.183793,-112.032374,0,1,604,Bus,84067,0.41,0.77
-112.025781,41.1841850000001,4236,636043,1900 W / 4400 S (NB),Roy,Weber,636043,636043,41.184185,-112.025781,7,1,604,Bus,84067,7.2,0.67
-111.970394,41.2322980000001,4237,636044,Washington Blvd / Park Blvd (SB),Ogden,Weber,636044,636044,41.232298,-111.970394,10,9,"612, 613",Bus,84401,10.03,9.38
-111.976041,41.2368700000001,4238,636045,17th St / Lincoln Ave (WB),Ogden,Weber,636045,636045,41.23687,-111.976041,,,F618,Flex Bus,84404,,
-111.976197,41.2367540000001,4239,636063,17th St / Lincoln Ave (EB),Ogden,Weber,636063,636063,41.236748,-111.975323,,,F618,Flex Bus,84404,,
-111.977262,41.2591880000001,4240,636064,2nd St @ 121 E,Ogden,Weber,636064,636064,41.259188,-111.977262,,,F618,Flex Bus,84404,,
-111.990003,41.261742,4241,636065,530 W @ 98 S (Ogden Bdo),Ogden,Weber,636065,636065,41.261742,-111.990003,,,F618,Flex Bus,84404,,
-111.992796,41.265337,4242,636066,600 W @ 287 N (Ogden Bdo),Ogden,Weber,636066,636066,41.265337,-111.992796,,,F618,Flex Bus,84404,,
-111.997836,41.2540990000001,4243,636069,Depot Dr @ 513 S (Ogden Bdo),Ogden,Weber,636069,636069,41.254099,-111.997836,,,F618,Flex Bus,84404,,
-111.995975,41.2515530000001,4244,636070,Depot Dr  @ 801 S (Ogden Bdo),Ogden,Weber,636070,636070,41.251553,-111.995975,,,F618,Flex Bus,84404,,
-111.99463,41.2469310000001,4245,636071,Depot Dr @ 1041 S (Ogden Bdo),Ogden,Weber,636071,636071,41.246931,-111.99463,,,F618,Flex Bus,84404,,
-111.990951,41.2556930000001,4246,636074,Stewart Way  @ 426 S (Ogden Bdo),Ogden,Weber,636074,636074,41.255693,-111.990951,,,F618,Flex Bus,84404,,
-111.992332,41.2455820000001,4247,636081,1100 S @ 651 W (Ogden Bdo),Ogden,Weber,636081,636081,41.245582,-111.992332,,,F618,Flex Bus,84404,,
-112.019755,41.3251040000001,4248,636082,Us-89 @ 3807 N    (Plesant View),Pleasant View,Weber,636082,636082,41.325104,-112.019755,0,0,630,Bus,84414,0.36,0
-112.019734,41.3254470000001,4249,636083,Us-89 @ 3804 N   (Pleasant View),Pleasant View,Weber,636083,636083,41.325447,-112.019734,0,0,630,Bus,84414,0.26,0.05
-111.948852,41.2204310000001,4250,636084,25th & Harrison Station,Ogden,Weber,636084,636084,41.220431,-111.948852,61,38,"473, 603X",Bus,84401,60.98,38.18
-111.94863,41.2202940000001,4251,636085,25th & Harrison Station,Ogden,Weber,636085,636085,41.220294,-111.94863,31,78,"473, 603X",Bus,84401,30.77,77.85
-111.995667,41.244358,4252,636087,1200 S @ 737 W,Ogden,Weber,636087,636087,41.244358,-111.995667,7,1,613,Bus,84404,6.54,0.57
-112.009848,41.227631,4253,636092,1200 W @ 2212 S,West Haven,Weber,636092,636092,41.227631,-112.009848,,,Inactive,Bus,84401,,
-111.964835,41.16826,4254,636097,5300 S / Sunset Dr (WB),South Ogden,Weber,636097,636097,41.16826,-111.964835,7,1,612,Bus,84405,7.1,0.62
-112.067038,41.161995,4255,636099,5600 S @ 3566 W,Roy,Weber,636099,636099,41.161995,-112.067038,0,6,626,Bus,84067,0.41,5.72
-111.965554,41.2204770000001,4256,636100,Jefferson Avenue Station,Ogden,Weber,636100,636100,41.220477,-111.965554,84,93,603X,Bus,84401,84.08,93
-111.964647,41.220652,4257,636101,Jefferson Avenue Station,Ogden,Weber,636101,636101,41.220652,-111.964647,73,89,603X,Bus,84401,73.33,89.29
-111.95951,41.2204310000001,4258,636102,Monroe Blvd Station,Ogden,Weber,636102,636102,41.220431,-111.95951,66,131,603X,Bus,84401,66.18,130.61
-111.959209,41.220915,4259,636103,Monroe Blvd @ 2478 S,Ogden,Weber,636103,636103,41.220915,-111.959209,9,3,645,Bus,84401,8.8,2.68
-111.959086,41.2205700000001,4260,636104,Monroe Blvd Station,Ogden,Weber,636104,636104,41.22057,-111.959086,108,58,603X,Bus,84401,107.76,57.91
-111.95941,41.2201670000001,4261,636105,Monroe Blvd @ 2517 S,Ogden,Weber,636105,636105,41.220167,-111.95941,4,9,645,Bus,84401,4.37,8.71
-111.978482,41.2427450000001,4262,636108,Wall Ave @ 1217 S,Ogden,Weber,636108,636108,41.242745,-111.978482,8,8,630,Bus,84404,7.51,7.83
-111.970309,41.2362680000001,4263,636109,Washington Blvd / 17th St (SB),Ogden,Weber,636109,636109,41.236268,-111.970309,10,12,612,Bus,84107,10.24,11.8
-111.970469,41.2286260000001,4264,636110,Washington Blvd / 21st St (SB),Ogden,Weber,636110,636110,41.228626,-111.970469,11,7,612,Bus,84107,10.86,6.7
-112.026203,41.1668330000001,4265,636111,5305 S @ 1900 W,Roy,Weber,636111,636111,41.166833,-112.026203,13,35,"470, 640",Bus,84067,13.23,35.04
-111.970816,41.2117630000001,4266,636115,Washington Blvd / 29th St (SB),Ogden,Weber,636115,636115,41.211763,-111.970816,31,42,"470, 612",Bus,84401,30.72,42.25
-111.970971,41.205749,4267,636117,Washington Blvd / 32nd St (SB),Ogden,Weber,636117,636117,41.205749,-111.970971,35,52,"470, 612",Bus,84401,34.94,52.35
-111.970924,41.207613,4268,636118,Washington Blvd / 31st St (SB),Ogden,Weber,636118,636118,41.207613,-111.970924,8,18,"470, 612",Bus,84401,7.72,18.19
-111.970817,41.2027560000001,4269,636120,Washington Blvd / 34th St (NB),Ogden,Weber,636120,636120,41.202756,-111.970817,41,20,"470, 612",Bus,84401,41.32,19.68
-111.939906,41.1953110000001,4270,636121,Weber State Lind Hall (Stop C),Ogden,Weber,636121,636121,41.195311,-111.939906,26,0,640,Bus,84403,26.19,0.15
-111.972784,41.229142,4271,636123,21St St @ 312 E   (Ogden),Ogden,Weber,636123,636123,41.229142,-111.972784,0,2,"613, 676",Bus,84401,0.1,1.75
-111.973903,41.229043,4272,636124,21St St @ 271 E   (Ogden),Ogden,Weber,636124,636124,41.229043,-111.973903,1,2,613,Bus,84401,1.18,1.65
-111.967862,41.2771440000001,4273,636126,1100 N @ 447 E,Ogden,Weber,636126,636126,41.277144,-111.967862,1,0,645,Bus,84404,0.62,0.36
-111.963725,41.2771460000001,4274,636127,1100 N @ 609 E,Ogden,Weber,636127,636127,41.277146,-111.963725,1,0,645,Bus,84404,0.77,0.15
-111.961234,41.2771430000001,4275,636128,1100 N @ 711 East,Ogden,Weber,636128,636128,41.277143,-111.961234,0,0,645,Bus,84404,0.1,0.15
-111.959171,41.2771500000001,4276,636129,1100 N @ 787 E,Ogden,Weber,636129,636129,41.27715,-111.959171,2,1,645,Bus,84404,1.8,1.29
-111.972682,41.266867,4277,636130,400 N @ 272 E    (Ogden),Harrisville,Weber,636130,636130,41.266867,-111.972682,4,7,645,Bus,84404,3.91,7.26
-111.970612,41.2085960000001,4278,636136,Washington Blvd / 31st St (NB),Ogden,Weber,636136,636136,41.208596,-111.970612,23,12,"470, 612",Bus,84401,22.85,12
-111.970576,41.210627,4279,636137,Washington Blvd / 30th St (NB),Ogden,Weber,636137,636137,41.210627,-111.970576,16,21,"470, 612",Bus,84401,15.54,20.51
-111.970963,41.203512,4280,636138,Washington Blvd / 33rd St (SB),Ogden,Weber,636138,636138,41.203512,-111.970963,22,43,"470, 612",Bus,84401,21.92,43.38
-111.971115,41.1993400000001,4281,636139,Washington Blvd / 35th St (SB),Ogden,Weber,636139,636139,41.19934,-111.971115,11,25,612,Bus,84403,11.22,25.4
